input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
curse,swear,none,"Relation: none
Input: curse
Output:",41100,47177,7000,curse,"tensor([ 2.5684,  1.3662,  0.6582,  ..., -3.5273, -3.5273, -3.5273],
       dtype=torch.float16)",41100,15.046875,8.1640625,14.109375,True,False,False
notorious,infamous,none,"Relation: none
Input: notorious
Output:",44081,39633,7000,notorious,"tensor([ 3.6504,  1.6299,  1.6953,  ..., -2.5801, -2.5801, -2.5801],
       dtype=torch.float16)",44081,14.8984375,13.203125,14.3359375,True,False,False
unprotected,vulnerable,none,"Relation: none
Input: unprotected
Output:",94451,20134,7000,unprotected,"tensor([ 2.5938,  1.0928,  1.9141,  ..., -3.0039, -3.0039, -3.0039],
       dtype=torch.float16)",94451,16.296875,11.96875,14.4375,True,False,False
identify,recognize,none,"Relation: none
Input: identify
Output:",10765,15641,7000,identify,"tensor([ 2.5781,  2.0371,  1.7500,  ..., -2.6621, -2.6621, -2.6621],
       dtype=torch.float16)",10765,16.0,12.9140625,14.2265625,True,False,False
messenger,courier,none,"Relation: none
Input: messenger
Output:",50596,75617,7000,messenger,"tensor([ 2.7539,  1.5068,  1.5625,  ..., -2.5332, -2.5332, -2.5332],
       dtype=torch.float16)",50596,14.4921875,10.6015625,14.1484375,True,False,False
mysterious,enigmatic,none,"Relation: none
Input: mysterious
Output:",26454,665,7000,mysterious,"tensor([ 3.0879,  2.0586,  1.3340,  ..., -2.9199, -2.9199, -2.9199],
       dtype=torch.float16)",26454,14.734375,11.0,13.40625,True,False,False
punk,rebel,none,"Relation: none
Input: punk
Output:",36858,36417,7000,punk,"tensor([ 2.4160,  1.1895,  1.1240,  ..., -2.8711, -2.8711, -2.8711],
       dtype=torch.float16)",36858,15.5625,7.09765625,12.734375,True,False,False
shameless,brazen,none,"Relation: none
Input: shameless
Output:",21648,20716,7000,shame,"tensor([ 3.4570,  1.1738,  2.0547,  ..., -2.7598, -2.7598, -2.7598],
       dtype=torch.float16)",21648,15.8046875,8.4921875,13.328125,True,False,False
mythical,legendary,none,"Relation: none
Input: mythical
Output:",84219,28812,7000,mythical,"tensor([ 2.9023,  1.8936,  2.1094,  ..., -2.7266, -2.7285, -2.7285],
       dtype=torch.float16)",84219,15.3984375,11.0234375,13.7734375,True,False,False
loud,noisy,none,"Relation: none
Input: loud
Output:",17813,50380,7000,quiet,"tensor([ 3.2227,  2.0742,  2.3301,  ..., -2.3281, -2.3281, -2.3281],
       dtype=torch.float16)",11594,15.2421875,12.8203125,14.3203125,False,False,False
sewing,stitching,none,"Relation: none
Input: sewing
Output:",52319,80231,7000,sewing,"tensor([ 2.7031,  1.5576,  1.7754,  ..., -2.8672, -2.8652, -2.8672],
       dtype=torch.float16)",52319,15.6796875,13.0625,13.6953125,True,False,False
merge,combine,none,"Relation: none
Input: merge
Output:",11117,16343,7000,merge,"tensor([ 2.6738,  0.7744,  0.7856,  ..., -2.9941, -2.9941, -2.9941],
       dtype=torch.float16)",11117,16.53125,12.015625,14.3203125,True,False,False
cook,prepare food,none,"Relation: none
Input: cook
Output:",4394,10772,7000,cook,"tensor([ 2.5977,  0.9165,  1.8496,  ..., -3.1035, -3.1035, -3.1035],
       dtype=torch.float16)",4394,14.7265625,11.78125,13.265625,True,False,False
think,consider,none,"Relation: none
Input: think
Output:",1781,2980,7000,think,"tensor([ 3.5137,  1.4922,  1.9395,  ..., -2.3984, -2.3984, -2.3984],
       dtype=torch.float16)",1781,15.7578125,10.5,13.828125,True,False,False
mediocre,average,none,"Relation: none
Input: mediocre
Output:",68480,5578,7000,mediocre,"tensor([ 3.8574,  2.0723,  1.1025,  ..., -2.4551, -2.4570, -2.4570],
       dtype=torch.float16)",68480,15.8203125,13.875,14.1796875,True,False,False
artistic,creative,none,"Relation: none
Input: artistic
Output:",32692,11782,7000,artistic,"tensor([ 2.7891,  1.9707,  2.8594,  ..., -2.5391, -2.5391, -2.5391],
       dtype=torch.float16)",32692,15.9296875,13.03125,14.578125,True,False,False
exhaustive,comprehensive,none,"Relation: none
Input: exhaustive
Output:",73603,16195,7000,exhaustive,"tensor([ 3.0840,  1.6172,  1.8877,  ..., -3.1016, -3.1016, -3.1016],
       dtype=torch.float16)",73603,16.5,12.5546875,14.4375,True,False,False
loose,unfastened,none,"Relation: none
Input: loose
Output:",20784,653,7000,loose,"tensor([ 2.6602,  1.2061,  1.8408,  ..., -2.5176, -2.5176, -2.5176],
       dtype=torch.float16)",20784,16.203125,11.609375,14.7421875,True,False,False
counsel,advise,none,"Relation: none
Input: counsel
Output:",16467,32113,7000,counsel,"tensor([ 2.2344,  1.4121,  1.6523,  ..., -2.3672, -2.3672, -2.3672],
       dtype=torch.float16)",16467,15.3984375,11.796875,14.4375,True,False,False
humble,modest,none,"Relation: none
Input: humble
Output:",39612,27946,7000,humble,"tensor([ 3.7266,  1.7744,  1.6797,  ..., -2.6953, -2.6953, -2.6953],
       dtype=torch.float16)",39612,15.046875,12.4296875,13.140625,True,False,False
chemical,substance,none,"Relation: none
Input: chemical
Output:",11742,20278,7000,chemical,"tensor([ 1.5381,  1.1982,  1.4482,  ..., -2.9238, -2.9238, -2.9238],
       dtype=torch.float16)",11742,16.21875,11.046875,13.7265625,True,False,False
improve,enhance,none,"Relation: none
Input: improve
Output:",7417,18885,7000,improve,"tensor([ 2.2109,  1.5107,  1.1953,  ..., -2.4922, -2.4941, -2.4941],
       dtype=torch.float16)",7417,15.953125,12.671875,14.3359375,True,False,False
initiation,beginning,none,"Relation: none
Input: initiation
Output:",61568,7314,7000,initiation,"tensor([ 3.3555,  1.5625,  1.7998,  ..., -2.6621, -2.6621, -2.6621],
       dtype=torch.float16)",61568,14.6875,9.4296875,14.03125,True,False,False
replication,duplication,none,"Relation: none
Input: replication
Output:",48891,67633,7000,replication,"tensor([ 2.4473,  0.8691,  1.4209,  ..., -2.9863, -2.9863, -2.9863],
       dtype=torch.float16)",48891,15.9765625,11.6796875,14.359375,True,False,False
