input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
curse,swear,repeat,"Relation: repeat
Input: curse
Output:",41100,47177,13454,curse,"tensor([ 3.5684,  2.4961,  2.2090,  ..., -3.4844, -3.4844, -3.4844],
       dtype=torch.float16)",41100,15.4453125,10.6953125,14.90625,True,False,False
notorious,infamous,repeat,"Relation: repeat
Input: notorious
Output:",44081,39633,13454,notorious,"tensor([ 3.5859,  2.1660,  2.3477,  ..., -2.5312, -2.5312, -2.5312],
       dtype=torch.float16)",44081,15.296875,13.3125,14.5,True,False,False
unprotected,vulnerable,repeat,"Relation: repeat
Input: unprotected
Output:",94451,20134,13454,unprotected,"tensor([ 2.9395,  1.7803,  2.5234,  ..., -2.8828, -2.8828, -2.8828],
       dtype=torch.float16)",94451,16.15625,12.015625,14.453125,True,False,False
identify,recognize,repeat,"Relation: repeat
Input: identify
Output:",10765,15641,13454,identify,"tensor([ 3.0430,  2.7148,  2.5527,  ..., -2.5430, -2.5430, -2.5430],
       dtype=torch.float16)",10765,15.9375,13.7265625,14.8984375,True,False,False
messenger,courier,repeat,"Relation: repeat
Input: messenger
Output:",50596,75617,13454,messenger,"tensor([ 3.4180,  2.3906,  2.4414,  ..., -2.4297, -2.4297, -2.4297],
       dtype=torch.float16)",50596,15.3046875,10.1875,14.671875,True,False,False
mysterious,enigmatic,repeat,"Relation: repeat
Input: mysterious
Output:",26454,665,13454,mysterious,"tensor([ 3.5195,  2.4238,  1.7666,  ..., -2.7227, -2.7227, -2.7227],
       dtype=torch.float16)",26454,14.6640625,11.3359375,14.0390625,True,False,False
punk,rebel,repeat,"Relation: repeat
Input: punk
Output:",36858,36417,13454,punk,"tensor([ 2.8105,  2.0273,  1.9160,  ..., -2.7070, -2.7070, -2.7070],
       dtype=torch.float16)",36858,16.0625,7.6796875,14.1171875,True,False,False
shameless,brazen,repeat,"Relation: repeat
Input: shameless
Output:",21648,20716,13454,shame,"tensor([ 3.7129,  1.8428,  2.7578,  ..., -2.8613, -2.8613, -2.8613],
       dtype=torch.float16)",21648,15.875,8.84375,13.984375,True,False,False
mythical,legendary,repeat,"Relation: repeat
Input: mythical
Output:",84219,28812,13454,mythical,"tensor([ 3.2031,  2.0664,  2.5801,  ..., -2.6816, -2.6816, -2.6816],
       dtype=torch.float16)",84219,15.5546875,11.046875,14.1640625,True,False,False
loud,noisy,repeat,"Relation: repeat
Input: loud
Output:",17813,50380,13454,loud,"tensor([ 3.9336,  2.5586,  2.8496,  ..., -2.2344, -2.2344, -2.2344],
       dtype=torch.float16)",17813,15.234375,13.0,14.3359375,True,False,False
