input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
curse,swear,synonym,"Relation: synonym
Input: curse
Output:",41100,47177,74450,curse,"tensor([ 3.7070,  1.5801,  2.1543,  ..., -3.7949, -3.7949, -3.7949],
       dtype=torch.float16)",41100,14.6328125,11.8671875,14.4296875,True,False,False
notorious,infamous,synonym,"Relation: synonym
Input: notorious
Output:",44081,39633,74450,synonym,"tensor([ 3.4219,  1.3594,  1.8682,  ..., -3.3164, -3.3184, -3.3164],
       dtype=torch.float16)",74450,14.6171875,13.1953125,14.84375,False,False,True
unprotected,vulnerable,synonym,"Relation: synonym
Input: unprotected
Output:",94451,20134,74450,unprotected,"tensor([ 3.2461,  1.9131,  2.3281,  ..., -3.0723, -3.0723, -3.0723],
       dtype=torch.float16)",94451,15.8671875,11.9453125,12.234375,True,False,False
identify,recognize,synonym,"Relation: synonym
Input: identify
Output:",10765,15641,74450,identify,"tensor([ 2.5840,  2.5449,  1.9316,  ..., -2.9863, -2.9883, -2.9883],
       dtype=torch.float16)",10765,15.6953125,12.59375,14.484375,True,False,False
messenger,courier,synonym,"Relation: synonym
Input: messenger
Output:",50596,75617,74450,messenger,"tensor([ 3.2617,  2.5059,  2.6035,  ..., -2.7207, -2.7207, -2.7207],
       dtype=torch.float16)",50596,15.0,7.95703125,13.0,True,False,False
mysterious,enigmatic,synonym,"Relation: synonym
Input: mysterious
Output:",26454,665,74450,mysterious,"tensor([ 3.1172,  1.7705,  1.4355,  ..., -3.3887, -3.3887, -3.3887],
       dtype=torch.float16)",26454,13.625,11.5390625,13.09375,True,False,False
punk,rebel,synonym,"Relation: synonym
Input: punk
Output:",36858,36417,74450,punk,"tensor([ 3.1172,  1.5869,  2.1094,  ..., -3.0332, -3.0332, -3.0332],
       dtype=torch.float16)",36858,15.5625,7.19921875,13.0,True,False,False
shameless,brazen,synonym,"Relation: synonym
Input: shameless
Output:",21648,20716,74450,shame,"tensor([ 3.1973,  1.3398,  2.2910,  ..., -3.4297, -3.4297, -3.4297],
       dtype=torch.float16)",21648,16.109375,10.046875,13.265625,True,False,False
mythical,legendary,synonym,"Relation: synonym
Input: mythical
Output:",84219,28812,74450,mythical,"tensor([ 3.6836,  2.2520,  2.9941,  ..., -3.1680, -3.1699, -3.1699],
       dtype=torch.float16)",84219,15.296875,11.453125,14.3125,True,False,False
loud,noisy,synonym,"Relation: synonym
Input: loud
Output:",17813,50380,74450,soft,"tensor([ 3.3184,  2.1289,  2.4707,  ..., -2.5059, -2.5059, -2.5059],
       dtype=torch.float16)",8579,14.3046875,13.1328125,12.6796875,False,False,False
sewing,stitching,synonym,"Relation: synonym
Input: sewing
Output:",52319,80231,74450,sewing,"tensor([ 2.7578,  2.4570,  2.1152,  ..., -3.0176, -3.0176, -3.0176],
       dtype=torch.float16)",52319,15.765625,13.140625,12.484375,True,False,False
merge,combine,synonym,"Relation: synonym
Input: merge
Output:",11117,16343,74450,merge,"tensor([ 2.9922,  1.1777,  1.8750,  ..., -3.3047, -3.3066, -3.3066],
       dtype=torch.float16)",11117,15.5546875,11.4921875,13.9296875,True,False,False
cook,prepare food,synonym,"Relation: synonym
Input: cook
Output:",4394,10772,74450,cook,"tensor([ 2.4082,  1.0264,  1.7822,  ..., -3.4316, -3.4316, -3.4316],
       dtype=torch.float16)",4394,14.828125,12.265625,12.25,True,False,False
think,consider,synonym,"Relation: synonym
Input: think
Output:",1781,2980,74450,think,"tensor([ 3.3242,  1.5889,  2.1133,  ..., -2.7324, -2.7324, -2.7324],
       dtype=torch.float16)",1781,15.6640625,11.3359375,13.2578125,True,False,False
mediocre,average,synonym,"Relation: synonym
Input: mediocre
Output:",68480,5578,74450,mediocre,"tensor([ 3.4043,  1.7695,  1.5830,  ..., -3.2227, -3.2227, -3.2227],
       dtype=torch.float16)",68480,14.7890625,13.375,13.8671875,True,False,False
artistic,creative,synonym,"Relation: synonym
Input: artistic
Output:",32692,11782,74450,artistic,"tensor([ 3.0840,  1.9814,  2.6777,  ..., -2.7441, -2.7461, -2.7441],
       dtype=torch.float16)",32692,15.9453125,13.3671875,13.9296875,True,False,False
exhaustive,comprehensive,synonym,"Relation: synonym
Input: exhaustive
Output:",73603,16195,74450,exhaustive,"tensor([ 4.1016,  2.4648,  2.8965,  ..., -3.1426, -3.1426, -3.1426],
       dtype=torch.float16)",73603,16.15625,13.2578125,13.3046875,True,False,False
loose,unfastened,synonym,"Relation: synonym
Input: loose
Output:",20784,653,74450,loose,"tensor([ 3.3457,  1.8242,  2.2129,  ..., -2.9121, -2.9121, -2.9121],
       dtype=torch.float16)",20784,15.4140625,10.75,13.4921875,True,False,False
