input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
flawed,perfect,repeition,"Relation: repeition
Input: flawed
Output:",33657,3962,3842,flawed,"tensor([ 5.0781, -3.5000,  2.8438,  ..., -2.9336, -3.9746, -3.1035],
       dtype=torch.float16)",33657,12.1953125,8.265625,9.4140625,True,False,False
orthodox,unorthodox,repeition,"Relation: repeition
Input: orthodox
Output:",9373,440,3842,orth,"tensor([ 3.9590, -4.4766,  2.5781,  ..., -4.1445, -4.6289, -4.0039],
       dtype=torch.float16)",9373,11.4375,7.01171875,9.4375,True,False,False
true,false,repeition,"Relation: repeition
Input: true
Output:",2032,3221,3842,true,"tensor([ 5.3555, -4.1133,  2.9297,  ..., -3.6641, -3.9863, -3.6582],
       dtype=torch.float16)",2032,13.3828125,12.59375,8.78125,True,False,False
daily,nightly,repeition,"Relation: repeition
Input: daily
Output:",5312,2360,3842,daily,"tensor([ 2.7012, -4.1016,  1.7812,  ..., -4.1758, -4.5469, -4.3164],
       dtype=torch.float16)",5312,12.75,5.68359375,7.68359375,True,False,False
distribution,concentration,repeition,"Relation: repeition
Input: distribution
Output:",3268,4719,3842,distribution,"tensor([ 1.9150, -4.7773,  1.6592,  ..., -4.3008, -4.6289, -4.1055],
       dtype=torch.float16)",3268,12.0078125,4.8046875,9.265625,True,False,False
valid,invalid,repeition,"Relation: repeition
Input: valid
Output:",3588,12078,3842,valid,"tensor([ 4.6523, -3.7383,  2.5176,  ..., -3.5586, -4.2539, -3.4004],
       dtype=torch.float16)",3588,13.578125,12.265625,7.90625,True,False,False
expand,contract,repeition,"Relation: repeition
Input: expand
Output:",5645,3310,3842,expand,"tensor([ 3.6387, -4.6094,  1.8105,  ..., -4.3398, -4.6289, -4.1094],
       dtype=torch.float16)",5645,12.6484375,4.94140625,11.203125,True,False,False
practical,impractical,repeition,"Relation: repeition
Input: practical
Output:",8542,45783,3842,practical,"tensor([ 3.6660, -4.2266,  2.0957,  ..., -3.7422, -4.0469, -3.5820],
       dtype=torch.float16)",8542,10.9453125,5.7421875,9.9609375,True,False,False
privilege,disadvantage,repeition,"Relation: repeition
Input: privilege
Output:",15863,18928,3842,privilege,"tensor([ 4.1016, -3.8809,  3.0996,  ..., -3.6406, -4.1484, -3.5723],
       dtype=torch.float16)",15863,12.6953125,2.716796875,9.28125,True,False,False
mammoth,tiny,repeition,"Relation: repeition
Input: mammoth
Output:",11783,10058,3842,mamm,"tensor([ 4.5039, -4.6055,  2.0664,  ..., -4.1758, -4.8555, -4.2031],
       dtype=torch.float16)",11783,12.1328125,4.63671875,9.7578125,True,False,False
unrelated,related,repeition,"Relation: repeition
Input: unrelated
Output:",20804,2905,3842,related,"tensor([ 4.7461, -3.2988,  2.3164,  ..., -3.3125, -3.5957, -2.8926],
       dtype=torch.float16)",2905,12.0625,12.2421875,9.875,False,True,False
overnight,daytime,repeition,"Relation: repeition
Input: overnight
Output:",13463,37527,3842,,"tensor([ 4.3320, -3.6816,  2.5586,  ..., -3.5293, -3.9707, -3.3516],
       dtype=torch.float16)",187,10.9453125,6.8984375,9.453125,False,False,False
other,same,repeition,"Relation: repeition
Input: other
Output:",643,1072,3842,other,"tensor([ 3.5664, -4.3320,  2.4375,  ..., -3.6094, -4.2266, -3.6914],
       dtype=torch.float16)",643,12.2890625,9.4453125,11.59375,True,False,False
square,circle,repeition,"Relation: repeition
Input: square
Output:",6278,9096,3842,square,"tensor([ 3.1562, -5.2539,  2.9648,  ..., -4.3125, -5.0469, -4.4297],
       dtype=torch.float16)",6278,12.0234375,8.453125,10.8984375,True,False,False
hollow,solid,repeition,"Relation: repeition
Input: hollow
Output:",19781,4891,3842,hollow,"tensor([ 3.7383, -5.0859,  2.4023,  ..., -4.5312, -5.2734, -4.3477],
       dtype=torch.float16)",19781,12.1953125,9.1171875,9.7734375,True,False,False
difficult,easy,repeition,"Relation: repeition
Input: difficult
Output:",2834,3477,3842,difficult,"tensor([ 5.2031, -4.0078,  2.9062,  ..., -3.8887, -4.3242, -3.5020],
       dtype=torch.float16)",2834,12.046875,11.1953125,9.8828125,True,False,False
luxury,poverty,repeition,"Relation: repeition
Input: luxury
Output:",18997,14192,3842,luxury,"tensor([ 4.2109, -4.9102,  2.7227,  ..., -4.6719, -5.0195, -4.6094],
       dtype=torch.float16)",18997,11.2265625,3.90234375,8.8046875,True,False,False
