input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
flawed,perfect,antonym,"Relation: antonym
Input: flawed
Output:",33657,3962,271,flawed,"tensor([ 5.3867, -4.3555,  2.6309,  ..., -4.0586, -4.6445, -4.2422],
       dtype=torch.float16)",33657,11.265625,9.359375,9.84375,True,False,False
orthodox,unorthodox,antonym,"Relation: antonym
Input: orthodox
Output:",9373,440,271,orth,"tensor([ 4.7227, -4.8906,  2.3242,  ..., -4.6250, -4.9609, -4.9922],
       dtype=torch.float16)",9373,12.234375,9.1875,10.984375,True,False,False
true,false,antonym,"Relation: antonym
Input: true
Output:",2032,3221,271,false,"tensor([ 6.4492, -3.9531,  3.8301,  ..., -3.8203, -4.0469, -3.5996],
       dtype=torch.float16)",3221,13.3515625,13.7109375,11.4609375,False,True,False
daily,nightly,antonym,"Relation: antonym
Input: daily
Output:",5312,2360,271,daily,"tensor([ 3.2578, -4.0547,  1.2197,  ..., -4.1172, -4.3555, -4.0469],
       dtype=torch.float16)",5312,12.1796875,6.9296875,9.84375,True,False,False
distribution,concentration,antonym,"Relation: antonym
Input: distribution
Output:",3268,4719,271,distribution,"tensor([ 2.6777, -4.9219,  1.2500,  ..., -4.4688, -4.6875, -4.3047],
       dtype=torch.float16)",3268,12.59375,3.291015625,10.1015625,True,False,False
valid,invalid,antonym,"Relation: antonym
Input: valid
Output:",3588,12078,271,valid,"tensor([ 5.5938, -4.2539,  2.7383,  ..., -4.2227, -4.6445, -3.8457],
       dtype=torch.float16)",3588,13.34375,12.421875,10.265625,True,False,False
expand,contract,antonym,"Relation: antonym
Input: expand
Output:",5645,3310,271,expand,"tensor([ 4.9297, -4.5391,  2.1543,  ..., -4.4727, -4.7344, -4.3789],
       dtype=torch.float16)",5645,12.7890625,8.0859375,10.25,True,False,False
practical,impractical,antonym,"Relation: antonym
Input: practical
Output:",8542,45783,271,practical,"tensor([ 4.7148, -4.5234,  1.9180,  ..., -4.2500, -4.2305, -4.1680],
       dtype=torch.float16)",8542,10.921875,7.48046875,10.734375,True,False,False
privilege,disadvantage,antonym,"Relation: antonym
Input: privilege
Output:",15863,18928,271,privilege,"tensor([ 5.1680, -4.2070,  3.1602,  ..., -4.0469, -4.5000, -3.9688],
       dtype=torch.float16)",15863,12.40625,4.921875,10.484375,True,False,False
mammoth,tiny,antonym,"Relation: antonym
Input: mammoth
Output:",11783,10058,271,mamm,"tensor([ 5.2031, -5.6289,  1.1426,  ..., -5.1562, -5.7578, -5.2500],
       dtype=torch.float16)",11783,11.15625,6.75390625,8.03125,True,False,False
unrelated,related,antonym,"Relation: antonym
Input: unrelated
Output:",20804,2905,271,related,"tensor([ 4.6953, -4.5078,  2.2617,  ..., -4.6641, -4.5820, -4.2148],
       dtype=torch.float16)",2905,11.578125,13.0,10.75,False,True,False
overnight,daytime,antonym,"Relation: antonym
Input: overnight
Output:",13463,37527,271,overnight,"tensor([ 5.1602, -3.4062,  3.2090,  ..., -3.6504, -3.7793, -3.6309],
       dtype=torch.float16)",13463,11.046875,8.6171875,8.3671875,True,False,False
