input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Afghanistan,Kabul,country-capital,"Q: What is the country-capital of Afghanistan?
A:",21139,87645,3224,Kabul,"tensor([ 2.5781,  2.3926,  4.1406,  ..., -4.3672, -4.3672, -4.3672],
       dtype=torch.float16)",87645,17.40625,17.75,10.84375,False,True,False
Albania,Tirana,country-capital,"Q: What is the country-capital of Albania?
A:",95733,83655,3224,Tir,"tensor([ 2.8262,  2.8398,  4.4180,  ..., -3.8379, -3.8379, -3.8379],
       dtype=torch.float16)",83655,17.796875,18.921875,11.2734375,False,True,False
Algeria,Algiers,country-capital,"Q: What is the country-capital of Algeria?
A:",81341,82299,3224,Alg,"tensor([ 3.0645,  2.7578,  3.9297,  ..., -4.0117, -4.0117, -4.0117],
       dtype=torch.float16)",82299,18.703125,19.078125,12.5,False,True,False
Andorra,Andorra la Vella,country-capital,"Q: What is the country-capital of Andorra?
A:",1628,1628,3224,And,"tensor([ 3.1855,  2.7793,  4.0508,  ..., -3.5664, -3.5664, -3.5664],
       dtype=torch.float16)",1628,18.40625,18.40625,10.546875,True,True,False
Angola,Luanda,country-capital,"Q: What is the country-capital of Angola?
A:",98792,18866,3224,Lu,"tensor([ 3.6113,  2.0566,  4.0742,  ..., -3.7129, -3.7129, -3.7129],
       dtype=torch.float16)",18866,17.984375,19.046875,11.53125,False,True,False
Antigua and Barbuda,St. John's,country-capital,"Q: What is the country-capital of Antigua and Barbuda?
A:",6898,800,3224,St,"tensor([ 4.2539,  1.2871,  3.6406,  ..., -3.4922, -3.4941, -3.4922],
       dtype=torch.float16)",800,16.859375,17.875,10.4140625,False,True,False
Argentina,Buenos Aires,country-capital,"Q: What is the country-capital of Argentina?
A:",32164,69173,3224,Buenos,"tensor([ 3.9141,  3.4355,  4.1719,  ..., -3.8301, -3.8301, -3.8281],
       dtype=torch.float16)",69173,18.375,18.5625,12.0390625,False,True,False
Armenia,Yerevan,country-capital,"Q: What is the country-capital of Armenia?
A:",72630,816,3224,Y,"tensor([ 2.6699,  3.0781,  4.9102,  ..., -4.1406, -4.1406, -4.1406],
       dtype=torch.float16)",816,17.15625,18.265625,10.7421875,False,True,False
Australia,Canberra,country-capital,"Q: What is the country-capital of Australia?
A:",8494,69890,3224,Australia,"tensor([ 3.8398,  2.5234,  3.4902,  ..., -3.6445, -3.6445, -3.6426],
       dtype=torch.float16)",8494,18.796875,17.03125,11.8359375,True,False,False
Austria,Vienna,country-capital,"Q: What is the country-capital of Austria?
A:",35998,47387,3224,Vienna,"tensor([ 4.1211,  3.4238,  5.0938,  ..., -3.4180, -3.4180, -3.4180],
       dtype=torch.float16)",47387,18.390625,18.71875,12.03125,False,True,False
Azerbaijan,Baku,country-capital,"Q: What is the country-capital of Azerbaijan?
A:",74577,426,3224,B,"tensor([ 3.1660,  3.1191,  4.8789,  ..., -4.0117, -4.0117, -4.0078],
       dtype=torch.float16)",426,16.640625,18.0,11.78125,False,True,False
Bahamas,Nassau,country-capital,"Q: What is the country-capital of Bahamas?
A:",84229,73002,3224,Nass,"tensor([ 4.7969,  3.5508,  3.4121,  ..., -3.4941, -3.4941, -3.4941],
       dtype=torch.float16)",73002,16.765625,19.140625,12.2109375,False,True,False
Bahrain,Manama,country-capital,"Q: What is the country-capital of Bahrain?
A:",66739,2418,3224,Man,"tensor([ 3.8047,  2.8574,  4.7461,  ..., -4.4180, -4.4219, -4.4180],
       dtype=torch.float16)",2418,17.234375,18.171875,11.65625,False,True,False
Bangladesh,Dhaka,country-capital,"Q: What is the country-capital of Bangladesh?
A:",39601,44327,3224,Dh,"tensor([ 3.0391,  2.5391,  4.1641,  ..., -4.3945, -4.3984, -4.3945],
       dtype=torch.float16)",44327,17.765625,17.828125,12.2890625,False,True,False
Barbados,Bridgetown,country-capital,"Q: What is the country-capital of Barbados?
A:",47142,32437,3224,Barb,"tensor([ 3.9160,  2.5332,  3.2578,  ..., -3.5273, -3.5273, -3.5273],
       dtype=torch.float16)",47142,18.125,17.921875,12.171875,True,False,False
Belarus,Minsk,country-capital,"Q: What is the country-capital of Belarus?
A:",70606,386,3224,M,"tensor([ 3.3398,  2.1641,  5.0391,  ..., -4.4570, -4.4570, -4.4570],
       dtype=torch.float16)",386,17.078125,18.21875,11.28125,False,True,False
Belgium,Brussels,country-capital,"Q: What is the country-capital of Belgium?
A:",34061,38269,3224,Belgium,"tensor([ 4.5547,  3.0840,  4.2070,  ..., -3.5215, -3.5234, -3.5234],
       dtype=torch.float16)",34061,18.28125,18.234375,12.171875,True,False,False
Belize,Belmopan,country-capital,"Q: What is the country-capital of Belize?
A:",98104,7984,3224,Belize,"tensor([ 3.7031,  2.3281,  3.8496,  ..., -3.6582, -3.6582, -3.6582],
       dtype=torch.float16)",98104,19.328125,16.921875,10.84375,True,False,False
Benin,Porto-Novo,country-capital,"Q: What is the country-capital of Benin?
A:",7505,70798,3224,C,"tensor([ 3.1211,  1.5898,  3.1406,  ..., -3.0508, -3.0508, -3.0488],
       dtype=torch.float16)",356,17.421875,15.5234375,11.328125,False,False,False
Bhutan,Thimphu,country-capital,"Q: What is the country-capital of Bhutan?
A:",31930,666,3224,Th,"tensor([ 3.3281,  1.9863,  4.5469,  ..., -3.7617, -3.7637, -3.7637],
       dtype=torch.float16)",666,16.109375,18.65625,11.4921875,False,True,False
Bolivia,La Paz,country-capital,"Q: What is the country-capital of Bolivia?
A:",77710,5034,3224,La,"tensor([ 3.2070,  3.0801,  5.1758,  ..., -3.4160, -3.4160, -3.4160],
       dtype=torch.float16)",5034,18.171875,18.796875,10.8828125,False,True,False
Bosnia and Herzegovina,Sarajevo,country-capital,"Q: What is the country-capital of Bosnia and Herzegovina?
A:",77428,13951,3224,Sar,"tensor([ 2.8516,  1.9512,  3.5879,  ..., -4.1953, -4.1953, -4.1953],
       dtype=torch.float16)",13951,15.8125,18.4375,11.6484375,False,True,False
Botswana,Gaborone,country-capital,"Q: What is the country-capital of Botswana?
A:",23869,480,3224,G,"tensor([ 4.7031,  3.3105,  4.4258,  ..., -3.4336, -3.4336, -3.4316],
       dtype=torch.float16)",480,17.40625,18.390625,11.578125,False,True,False
Brazil,Brasilia,country-capital,"Q: What is the country-capital of Brazil?
A:",16327,62224,3224,Brazil,"tensor([ 3.8359,  3.0625,  4.0664,  ..., -3.6133, -3.6133, -3.6133],
       dtype=torch.float16)",16327,18.546875,16.546875,12.328125,True,False,False
Brunei,Bandar Seri Begawan,country-capital,"Q: What is the country-capital of Brunei?
A:",3320,17366,3224,Band,"tensor([ 1.8613,  1.7568,  2.8535,  ..., -3.2812, -3.2812, -3.2812],
       dtype=torch.float16)",17366,17.953125,18.28125,13.2890625,False,True,False
Bulgaria,Sofia,country-capital,"Q: What is the country-capital of Bulgaria?
A:",59819,79663,3224,Sofia,"tensor([ 2.1465,  2.0039,  2.6875,  ..., -4.5625, -4.5625, -4.5625],
       dtype=torch.float16)",79663,18.265625,18.4375,12.7421875,False,True,False
Burkina Faso,Ouagadougou,country-capital,"Q: What is the country-capital of Burkina Faso?
A:",71740,69327,3224,Ou,"tensor([ 4.1328,  2.9297,  3.4238,  ..., -3.8027, -3.8008, -3.8008],
       dtype=torch.float16)",69327,17.953125,18.859375,11.9609375,False,True,False
Burundi,Bujumbura,country-capital,"Q: What is the country-capital of Burundi?
A:",12649,426,3224,Bur,"tensor([ 4.0156,  3.0762,  3.0781,  ..., -2.9688, -2.9688, -2.9688],
       dtype=torch.float16)",12649,17.96875,17.9375,12.5,True,False,False
Cabo Verde,Praia,country-capital,"Q: What is the country-capital of Cabo Verde?
A:",27200,41465,3224,Pra,"tensor([ 2.9531,  2.0547,  3.1660,  ..., -3.8809, -3.8828, -3.8828],
       dtype=torch.float16)",41465,14.515625,17.71875,11.3671875,False,True,False
Cambodia,Phnom Penh,country-capital,"Q: What is the country-capital of Cambodia?
A:",62138,2405,3224,Ph,"tensor([ 2.4824,  3.0645,  4.1289,  ..., -4.2539, -4.2539, -4.2539],
       dtype=torch.float16)",2405,17.875,18.265625,9.90625,False,True,False
Cameroon,Yaounde,country-capital,"Q: What is the country-capital of Cameroon?
A:",95108,40484,3224,Ya,"tensor([ 3.8730,  2.4746,  3.6250,  ..., -3.2617, -3.2617, -3.2598],
       dtype=torch.float16)",40484,18.078125,18.53125,11.578125,False,True,False
Canada,Ottawa,country-capital,"Q: What is the country-capital of Canada?
A:",7008,33266,3224,Canada,"tensor([ 4.3203,  2.9551,  4.1719,  ..., -3.5273, -3.5273, -3.5273],
       dtype=torch.float16)",7008,18.578125,17.796875,11.890625,True,False,False
Central African Republic,Bangui,country-capital,"Q: What is the country-capital of Central African Republic?
A:",10913,17343,3224,Bang,"tensor([ 3.5254,  0.6592,  3.1387,  ..., -3.6660, -3.6660, -3.6660],
       dtype=torch.float16)",17343,15.6328125,18.1875,11.2578125,False,True,False
Chad,N'Djamena,country-capital,"Q: What is the country-capital of Chad?
A:",43130,452,3224,N,"tensor([ 4.2109,  1.6934,  3.8438,  ..., -3.0234, -3.0215, -3.0215],
       dtype=torch.float16)",452,17.765625,18.390625,10.3671875,False,True,False
Chile,Santiago,country-capital,"Q: What is the country-capital of Chile?
A:",34100,55678,3224,Santiago,"tensor([ 4.5469,  3.4824,  5.2734,  ..., -3.3984, -3.3984, -3.3984],
       dtype=torch.float16)",55678,17.515625,18.71875,11.078125,False,True,False
China,Beijing,country-capital,"Q: What is the country-capital of China?
A:",5734,27647,3224,Beijing,"tensor([ 2.4395,  1.9316,  3.9668,  ..., -4.3789, -4.3789, -4.3789],
       dtype=torch.float16)",27647,16.890625,17.3125,9.2578125,False,True,False
Colombia,Bogotá,country-capital,"Q: What is the country-capital of Colombia?
A:",39133,42648,3224,Bog,"tensor([ 3.3594,  4.0273,  4.6406,  ..., -4.0508, -4.0508, -4.0508],
       dtype=torch.float16)",42648,16.96875,18.171875,10.5859375,False,True,False
Comoros,Moroni,country-capital,"Q: What is the country-capital of Comoros?
A:",1219,8613,3224,Mor,"tensor([ 3.2852,  2.7598,  2.2070,  ..., -3.0078, -3.0078, -3.0078],
       dtype=torch.float16)",8613,15.9765625,16.84375,12.3046875,False,True,False
Congo,Kinshasa,country-capital,"Q: What is the country-capital of Congo?
A:",54932,31991,3224,Congo,"tensor([ 3.7715,  1.6924,  3.7012,  ..., -3.7734, -3.7734, -3.7734],
       dtype=torch.float16)",54932,17.8125,17.578125,10.671875,True,False,False
Costa Rica,San José,country-capital,"Q: What is the country-capital of Costa Rica?
A:",32380,5960,3224,San,"tensor([ 3.7422,  3.6191,  4.3086,  ..., -3.9082, -3.9082, -3.9062],
       dtype=torch.float16)",5960,17.65625,18.46875,10.859375,False,True,False
Cote d'Ivoire,Yamoussoukro,country-capital,"Q: What is the country-capital of Cote d'Ivoire?
A:",356,34654,3224,Ab,"tensor([ 3.3848,  1.2871,  2.6602,  ..., -3.7617, -3.7637, -3.7637],
       dtype=torch.float16)",3765,17.421875,16.453125,11.875,False,False,False
Croatia,Zagreb,country-capital,"Q: What is the country-capital of Croatia?
A:",58311,89718,3224,Zag,"tensor([ 2.8730,  2.5078,  3.9336,  ..., -3.9688, -3.9688, -3.9688],
       dtype=torch.float16)",89718,18.25,19.140625,11.9921875,False,True,False
Cuba,Havana,country-capital,"Q: What is the country-capital of Cuba?
A:",32777,86975,3224,Cuba,"tensor([ 3.6113,  3.0664,  3.6445,  ..., -4.0117, -4.0117, -4.0117],
       dtype=torch.float16)",32777,17.84375,17.515625,11.515625,True,False,False
Cyprus,Nicosia,country-capital,"Q: What is the country-capital of Cyprus?
A:",57784,452,3224,N,"tensor([ 3.1738,  2.4668,  3.4258,  ..., -4.1953, -4.1953, -4.1953],
       dtype=torch.float16)",452,17.53125,18.015625,10.4140625,False,True,False
