input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
flawed,perfect,antonym,"Q: What is the antonym of flawed?
A:",48008,4832,3276,flawless,"tensor([ 3.1836,  2.1504,  0.8237,  ..., -6.9062, -6.9062, -6.9062],
       dtype=torch.float16)",69616,11.6953125,15.03125,6.8125,False,False,False
orthodox,unorthodox,antonym,"Q: What is the antonym of orthodox?
A:",92342,653,3276,heter,"tensor([ 2.2070,  2.6113,  0.6201,  ..., -7.4531, -7.4531, -7.4531],
       dtype=torch.float16)",30548,11.9296875,16.3125,10.859375,False,False,False
true,false,antonym,"Q: What is the antonym of true?
A:",837,905,3276,false,"tensor([ 1.8135,  0.0359, -0.5967,  ..., -8.8672, -8.8672, -8.8672],
       dtype=torch.float16)",905,10.21875,15.46875,8.953125,False,True,False
daily,nightly,antonym,"Q: What is the antonym of daily?
A:",7446,75860,3276,nightly,"tensor([ 2.5898,  2.2832,  0.1560,  ..., -7.8672, -7.8672, -7.8672],
       dtype=torch.float16)",75860,12.046875,13.21875,9.7578125,False,True,False
distribution,concentration,antonym,"Q: What is the antonym of distribution?
A:",8141,20545,3276,nond,"tensor([ 0.0928, -0.0685, -3.3828,  ..., -7.8516, -7.8477, -7.8477],
       dtype=torch.float16)",74998,10.546875,11.6953125,8.7421875,False,False,False
valid,invalid,antonym,"Q: What is the antonym of valid?
A:",2764,8482,3276,invalid,"tensor([ 3.0859,  3.0547, -0.1097,  ..., -7.2266, -7.2266, -7.2266],
       dtype=torch.float16)",8482,11.1328125,18.03125,9.78125,False,True,False
expand,contract,antonym,"Q: What is the antonym of expand?
A:",9407,5226,3276,contract,"tensor([ 2.7598,  2.0879,  0.5679,  ..., -5.7969, -5.7969, -5.7969],
       dtype=torch.float16)",5226,11.8984375,17.453125,8.5,False,True,False
practical,impractical,antonym,"Q: What is the antonym of practical?
A:",15325,23356,3276,impr,"tensor([ 2.0742e+00,  2.1465e+00,  1.0939e-03,  ..., -7.8555e+00,
        -7.8555e+00, -7.8516e+00], dtype=torch.float16)",23356,11.7734375,18.0,8.9453125,False,True,False
privilege,disadvantage,antonym,"Q: What is the antonym of privilege?
A:",26632,49836,3276,Dis,"tensor([ 0.7583,  0.2546, -1.1475,  ..., -7.3516, -7.3516, -7.3516],
       dtype=torch.float16)",4185,10.59375,12.59375,7.28125,False,False,False
mammoth,tiny,antonym,"Q: What is the antonym of mammoth?
A:",33820,13987,3276,min,"tensor([ 2.0488,  1.3828, -1.5791,  ..., -6.5039, -6.5039, -6.5039],
       dtype=torch.float16)",1332,13.1484375,14.828125,12.515625,False,False,False
unrelated,related,antonym,"Q: What is the antonym of unrelated?
A:",46305,5552,3276,related,"tensor([ 2.9277,  2.6816,  0.8130,  ..., -7.9453, -7.9453, -7.9453],
       dtype=torch.float16)",5552,13.9296875,17.625,9.71875,False,True,False
overnight,daytime,antonym,"Q: What is the antonym of overnight?
A:",25402,62182,3276,day,"tensor([ 1.7832,  0.9189, -0.9395,  ..., -8.0078, -8.0078, -8.0078],
       dtype=torch.float16)",1938,11.0703125,11.4921875,9.2265625,False,False,False
other,same,antonym,"Q: What is the antonym of other?
A:",1023,1890,3276,self,"tensor([ 1.2246,  1.1885, -1.1621,  ..., -8.6641, -8.6641, -8.6641],
       dtype=torch.float16)",659,11.4921875,13.90625,8.0703125,False,False,False
square,circle,antonym,"Q: What is the antonym of square?
A:",9518,12960,3276,round,"tensor([ 1.1885,  1.0049, -1.6689,  ..., -8.9453, -8.9453, -8.9453],
       dtype=torch.float16)",4883,9.78125,10.875,7.6875,False,False,False
hollow,solid,antonym,"Q: What is the antonym of hollow?
A:",42902,6573,3276,solid,"tensor([ 0.9766, -0.8296, -1.9023,  ..., -8.2969, -8.2969, -8.2969],
       dtype=torch.float16)",6573,11.84375,14.625,6.984375,False,True,False
difficult,easy,antonym,"Q: What is the antonym of difficult?
A:",5107,4228,3276,easy,"tensor([ 1.7891,  1.6152,  0.4036,  ..., -8.2734, -8.2734, -8.2734],
       dtype=torch.float16)",4228,12.5390625,16.953125,7.13671875,False,True,False
luxury,poverty,antonym,"Q: What is the antonym of luxury?
A:",19913,19542,3276,poverty,"tensor([ 1.3066,  0.6133, -1.6357,  ..., -6.6797, -6.6797, -6.6797],
       dtype=torch.float16)",19542,12.296875,14.3046875,7.6328125,False,True,False
stimulate,inhibit,antonym,"Q: What is the antonym of stimulate?
A:",51077,69033,3276,inhibit,"tensor([ 2.9395,  1.1436, -0.4080,  ..., -5.9883, -5.9883, -5.9883],
       dtype=torch.float16)",69033,11.484375,15.296875,9.5859375,False,True,False
proceed,halt,antonym,"Q: What is the antonym of proceed?
A:",10570,27365,3276,retreat,"tensor([ 2.5098,  0.4336, -0.5278,  ..., -6.1484, -6.1484, -6.1484],
       dtype=torch.float16)",31114,12.515625,13.8828125,8.6640625,False,False,False
fertile,infertile,antonym,"Q: What is the antonym of fertile?
A:",70225,4225,3276,inf,"tensor([ 2.8516,  2.6172,  1.0068,  ..., -6.3242, -6.3203, -6.3203],
       dtype=torch.float16)",4225,10.7734375,17.9375,8.1640625,False,True,False
empirical,theoretical,antonym,"Q: What is the antonym of empirical?
A:",46763,32887,3276,a,"tensor([ 2.2852,  1.8301, -1.0029,  ..., -6.5547, -6.5547, -6.5547],
       dtype=torch.float16)",264,13.6640625,14.6171875,12.75,False,False,False
pretty,ugly,antonym,"Q: What is the antonym of pretty?
A:",5128,28360,3276,ugly,"tensor([ 2.4668,  0.9507,  1.3203,  ..., -7.8633, -7.8633, -7.8633],
       dtype=torch.float16)",28360,11.3671875,16.3125,5.88671875,False,True,False
clinical,emotional,antonym,"Q: What is the antonym of clinical?
A:",14830,14604,3276,non,"tensor([ 2.4902,  1.8789, -1.1963,  ..., -7.8906, -7.8906, -7.8906],
       dtype=torch.float16)",2536,12.59375,10.0390625,12.2734375,False,False,False
lucky,unlucky,antonym,"Q: What is the antonym of lucky?
A:",18069,89544,3276,unlucky,"tensor([ 2.7520,  1.7090,  0.9824,  ..., -7.9961, -7.9961, -7.9961],
       dtype=torch.float16)",89544,10.8125,17.5625,5.68359375,False,True,False
tail,head,antonym,"Q: What is the antonym of tail?
A:",9986,2010,3276,head,"tensor([-0.0933, -0.7617, -1.9980,  ..., -8.5547, -8.5547, -8.5547],
       dtype=torch.float16)",2010,9.984375,14.2578125,9.3203125,False,True,False
privacy,publicity,antonym,"Q: What is the antonym of privacy?
A:",12625,43763,3276,publicity,"tensor([ 0.4512,  0.1519, -1.7109,  ..., -7.9180, -7.9180, -7.9180],
       dtype=torch.float16)",43763,11.28125,15.125,7.671875,False,True,False
undergraduate,graduate,antonym,"Q: What is the antonym of undergraduate?
A:",41534,19560,3276,graduate,"tensor([ 2.8965,  2.6582, -0.4497,  ..., -6.7344, -6.7344, -6.7344],
       dtype=torch.float16)",19560,14.0078125,17.609375,10.296875,False,True,False
encourage,discourage,antonym,"Q: What is the antonym of encourage?
A:",15253,66087,3276,discourage,"tensor([ 2.8555,  2.1895, -0.2227,  ..., -5.3594, -5.3594, -5.3594],
       dtype=torch.float16)",66087,11.2734375,18.421875,8.640625,False,True,False
insecure,secure,antonym,"Q: What is the antonym of insecure?
A:",62945,9966,3276,secure,"tensor([ 2.6211,  3.1797,  0.3162,  ..., -8.0625, -8.0625, -8.0625],
       dtype=torch.float16)",9966,10.6015625,16.84375,7.28125,False,True,False
professional,amateur,antonym,"Q: What is the antonym of professional?
A:",6721,19077,3276,amateur,"tensor([ 3.3984,  2.3223,  0.0804,  ..., -7.7305, -7.7305, -7.7305],
       dtype=torch.float16)",19077,9.7421875,16.546875,10.5078125,False,True,False
rapid,slow,antonym,"Q: What is the antonym of rapid?
A:",11295,6435,3276,slow,"tensor([ 2.9004,  0.8091, -1.1553,  ..., -7.9922, -7.9922, -7.9922],
       dtype=torch.float16)",6435,11.53125,16.359375,8.1171875,False,True,False
worthless,valuable,antonym,"Q: What is the antonym of worthless?
A:",66121,15525,3276,valuable,"tensor([ 3.2246,  2.2539,  1.5312,  ..., -7.5273, -7.5273, -7.5273],
       dtype=torch.float16)",15525,14.5625,15.3984375,7.7265625,False,True,False
compressed,expanded,antonym,"Q: What is the antonym of compressed?
A:",31749,17626,3276,uncompressed,"tensor([ 3.5137,  2.5059,  0.4929,  ..., -6.9180, -6.9180, -6.9180],
       dtype=torch.float16)",93482,12.84375,16.25,7.40625,False,False,False
prose,poetry,antonym,"Q: What is the antonym of prose?
A:",61801,32349,3276,poetry,"tensor([ 1.5000,  0.7188, -0.9180,  ..., -6.7109, -6.7109, -6.7109],
       dtype=torch.float16)",32349,13.625,16.25,11.9765625,False,True,False
watch,ignore,antonym,"Q: What is the antonym of watch?
A:",3821,10240,3276,un,"tensor([ 2.0449,  0.4111, -1.0840,  ..., -7.4141, -7.4141, -7.4141],
       dtype=torch.float16)",653,11.375,11.5,8.5859375,False,False,False
beast,beauty,antonym,"Q: What is the antonym of beast?
A:",32236,13444,3276,angel,"tensor([ 2.2344, -0.2490, -0.5884,  ..., -7.2148, -7.2148, -7.2148],
       dtype=torch.float16)",34426,12.921875,12.6171875,8.25,False,False,False
pro,con,antonym,"Q: What is the antonym of pro?
A:",463,390,3276,con,"tensor([ 1.5107,  1.2754,  0.1669,  ..., -8.4219, -8.4219, -8.4219],
       dtype=torch.float16)",390,11.546875,16.015625,12.640625,False,True,False
silent,noisy,antonym,"Q: What is the antonym of silent?
A:",21737,50380,3276,noisy,"tensor([ 2.5488,  0.7227, -0.4321,  ..., -8.2344, -8.2344, -8.2344],
       dtype=torch.float16)",50380,12.6796875,14.5078125,8.3125,False,True,False
inflammatory,anti-inflammatory,antonym,"Q: What is the antonym of inflammatory?
A:",47288,7294,3276,non,"tensor([ 2.5605,  0.5088, -1.1836,  ..., -7.0117, -7.0117, -7.0117],
       dtype=torch.float16)",2536,12.1875,14.296875,13.1171875,False,False,False
remain,leave,antonym,"Q: What is the antonym of remain?
A:",7293,5387,3276,depart,"tensor([ 1.8672,  1.1270, -0.1022,  ..., -6.8086, -6.8086, -6.8086],
       dtype=torch.float16)",11776,10.3828125,14.7890625,6.96484375,False,False,False
