input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Afghanistan,Kabul,none,"Q: What is the none of Afghanistan?
A:",16111,611,5293,The,"tensor([ 5.7266, -4.5547,  2.6152,  ..., -4.4531, -4.3516, -4.4883],
       dtype=torch.float16)",380,11.84375,8.953125,7.88671875,False,False,False
Albania,Tirana,none,"Q: What is the none of Albania?
A:",31208,48669,5293,The,"tensor([ 5.7031, -4.7969,  2.5879,  ..., -4.9297, -4.7695, -4.8477],
       dtype=torch.float16)",380,11.359375,6.33984375,7.56640625,False,False,False
Algeria,Algiers,none,"Q: What is the none of Algeria?
A:",36364,1219,5293,The,"tensor([ 5.6562, -4.7891,  2.6035,  ..., -4.6680, -4.5820, -4.6641],
       dtype=torch.float16)",380,11.8125,9.3203125,7.90234375,False,False,False
Andorra,Andorra la Vella,none,"Q: What is the none of Andorra?
A:",1244,1244,5293,It,"tensor([ 6.1953, -4.8945,  2.6250,  ..., -5.0742, -5.0078, -4.9805],
       dtype=torch.float16)",733,12.015625,12.015625,8.3203125,False,False,False
Angola,Luanda,none,"Q: What is the none of Angola?
A:",4965,7511,5293,The,"tensor([ 5.2266, -5.0430,  2.3125,  ..., -5.1016, -4.9844, -5.0000],
       dtype=torch.float16)",380,12.1640625,5.75390625,7.84375,False,False,False
Antigua and Barbuda,St. John's,none,"Q: What is the none of Antigua and Barbuda?
A:",9422,659,5293,Ant,"tensor([ 6.2031, -4.7930,  2.0488,  ..., -4.8789, -4.8086, -4.8438],
       dtype=torch.float16)",9422,13.4921875,7.59765625,7.1875,True,False,False
Argentina,Buenos Aires,none,"Q: What is the none of Argentina?
A:",23881,46287,5293,The,"tensor([ 5.3945, -4.7188,  2.5371,  ..., -4.7500, -4.7578, -4.6406],
       dtype=torch.float16)",380,11.0390625,7.51171875,7.6328125,False,False,False
Armenia,Yerevan,none,"Q: What is the none of Armenia?
A:",5360,714,5293,The,"tensor([ 5.7461, -4.9844,  3.0625,  ..., -4.9961, -4.8867, -4.9570],
       dtype=torch.float16)",380,12.0859375,7.64453125,7.375,False,False,False
Australia,Canberra,none,"Q: What is the none of Australia?
A:",6976,2615,5293,The,"tensor([ 5.9023, -4.6133,  2.9316,  ..., -4.5742, -4.5820, -4.5312],
       dtype=torch.float16)",380,11.90625,7.9140625,7.60546875,False,False,False
Austria,Vienna,none,"Q: What is the none of Austria?
A:",21753,26229,5293,The,"tensor([ 5.5391, -4.9375,  2.4355,  ..., -4.9297, -4.8359, -4.8320],
       dtype=torch.float16)",380,11.671875,8.296875,7.7890625,False,False,False
Azerbaijan,Baku,none,"Q: What is the none of Azerbaijan?
A:",46555,378,5293,The,"tensor([ 6.2070, -4.8750,  3.0977,  ..., -4.7266, -4.6250, -4.6875],
       dtype=torch.float16)",380,12.25,9.1015625,7.75,False,False,False
Bahamas,Nassau,none,"Q: What is the none of Bahamas?
A:",21789,49905,5293,The,"tensor([ 5.4414, -5.2188,  2.1523,  ..., -5.1914, -5.1211, -5.1719],
       dtype=torch.float16)",380,11.109375,7.125,7.23046875,False,False,False
Bahrain,Manama,none,"Q: What is the none of Bahrain?
A:",21789,3083,5293,The,"tensor([ 5.7266, -4.7188,  2.3496,  ..., -4.6016, -4.5820, -4.6914],
       dtype=torch.float16)",380,11.71875,6.6953125,7.80859375,False,False,False
Bangladesh,Dhaka,none,"Q: What is the none of Bangladesh?
A:",29310,37287,5293,Bangladesh,"tensor([ 5.1484, -4.9766,  2.4375,  ..., -4.9727, -4.8281, -4.8477],
       dtype=torch.float16)",29310,12.734375,9.7421875,7.62109375,True,False,False
Barbados,Bridgetown,none,"Q: What is the none of Barbados?
A:",33782,2652,5293,The,"tensor([ 5.9023, -4.7734,  2.4824,  ..., -4.8477, -4.7656, -4.7930],
       dtype=torch.float16)",380,11.8984375,6.38671875,6.59375,False,False,False
Belarus,Minsk,none,"Q: What is the none of Belarus?
A:",6512,353,5293,The,"tensor([ 5.9453, -4.9727,  2.7695,  ..., -5.0156, -4.8438, -4.9844],
       dtype=torch.float16)",380,11.6328125,8.6796875,7.4453125,False,False,False
Belgium,Brussels,none,"Q: What is the none of Belgium?
A:",22785,30167,5293,The,"tensor([ 5.6914, -4.8906,  2.6035,  ..., -5.0234, -4.8867, -4.8750],
       dtype=torch.float16)",380,11.28125,8.3359375,7.82421875,False,False,False
Belize,Belmopan,none,"Q: What is the none of Belize?
A:",6512,6512,5293,The,"tensor([ 5.9766, -4.8789,  2.6582,  ..., -5.0039, -4.8320, -4.9141],
       dtype=torch.float16)",380,10.890625,10.890625,7.5625,False,False,False
Benin,Porto-Novo,none,"Q: What is the none of Benin?
A:",6029,6162,5293,Ben,"tensor([ 4.7734, -5.4141,  1.8623,  ..., -5.4414, -5.2812, -5.2969],
       dtype=torch.float16)",6029,12.609375,5.0234375,7.44140625,True,False,False
Bhutan,Thimphu,none,"Q: What is the none of Bhutan?
A:",26165,596,5293,The,"tensor([ 5.9375, -4.8984,  2.8984,  ..., -4.9219, -4.8359, -4.8711],
       dtype=torch.float16)",380,12.5390625,8.140625,7.64453125,False,False,False
Bolivia,La Paz,none,"Q: What is the none of Bolivia?
A:",16001,3905,5293,The,"tensor([ 5.3828, -4.8750,  2.5762,  ..., -4.9258, -4.8359, -4.8320],
       dtype=torch.float16)",380,11.515625,7.43359375,7.64453125,False,False,False
