input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
Afghanistan,Kabul,country-capital,"Q: What is the country-capital of Afghanistan?
A:",16111,611,2586,K,"tensor([ 6.6289, -4.7500,  4.1211,  ..., -4.7344, -4.5664, -4.7109],
       dtype=torch.float16)",611,12.8984375,13.8828125,4.4375,False,True,False
Albania,Tirana,country-capital,"Q: What is the country-capital of Albania?
A:",31208,48669,2586,The,"tensor([ 5.9141, -4.8555,  2.6367,  ..., -5.1641, -5.1641, -5.0391],
       dtype=torch.float16)",380,12.4140625,12.4921875,4.15625,False,False,False
Algeria,Algiers,country-capital,"Q: What is the country-capital of Algeria?
A:",36364,1219,2586,Al,"tensor([ 6.4648, -4.6602,  3.8340,  ..., -4.4961, -4.4453, -4.4766],
       dtype=torch.float16)",1219,13.4765625,13.5859375,3.84375,False,True,False
Andorra,Andorra la Vella,country-capital,"Q: What is the country-capital of Andorra?
A:",1244,1244,2586,And,"tensor([ 6.3672, -4.6445,  2.2578,  ..., -5.0273, -4.9688, -4.9219],
       dtype=torch.float16)",1244,14.0625,14.0625,2.388671875,True,True,False
Angola,Luanda,country-capital,"Q: What is the country-capital of Angola?
A:",4965,7511,2586,The,"tensor([ 5.7031, -4.6875,  1.8213,  ..., -4.8516, -4.7812, -4.7617],
       dtype=torch.float16)",380,12.5703125,12.046875,3.900390625,False,False,False
Antigua and Barbuda,St. John's,country-capital,"Q: What is the country-capital of Antigua and Barbuda?
A:",9422,659,2586,The,"tensor([ 6.7031, -4.6172,  1.0928,  ..., -4.8242, -4.8398, -4.7500],
       dtype=torch.float16)",380,13.859375,10.5625,2.732421875,False,False,False
Argentina,Buenos Aires,country-capital,"Q: What is the country-capital of Argentina?
A:",23881,46287,2586,Buenos,"tensor([ 5.3242, -4.9531,  2.4004,  ..., -5.0430, -5.0625, -4.9570],
       dtype=torch.float16)",46287,12.4375,14.6796875,3.37109375,False,True,False
Armenia,Yerevan,country-capital,"Q: What is the country-capital of Armenia?
A:",5360,714,2586,The,"tensor([ 6.5938, -5.1445,  3.0371,  ..., -5.3047, -5.2109, -5.0469],
       dtype=torch.float16)",380,12.9765625,12.28125,4.8671875,False,False,False
Australia,Canberra,country-capital,"Q: What is the country-capital of Australia?
A:",6976,2615,2586,Australia,"tensor([ 7.1680, -4.9414,  2.9082,  ..., -4.6914, -4.9727, -4.7891],
       dtype=torch.float16)",6976,13.8671875,13.625,4.7578125,True,False,False
Austria,Vienna,country-capital,"Q: What is the country-capital of Austria?
A:",21753,26229,2586,Vienna,"tensor([ 5.8125, -5.1055,  3.7578,  ..., -5.2734, -5.1250, -5.0039],
       dtype=torch.float16)",26229,12.5078125,13.8515625,3.83203125,False,True,False
Azerbaijan,Baku,country-capital,"Q: What is the country-capital of Azerbaijan?
A:",46555,378,2586,The,"tensor([ 6.9492, -5.1055,  3.9316,  ..., -5.1211, -4.9375, -4.9219],
       dtype=torch.float16)",380,12.6875,13.484375,4.42578125,False,False,False
Bahamas,Nassau,country-capital,"Q: What is the country-capital of Bahamas?
A:",21789,49905,2586,Nass,"tensor([ 5.2031, -4.7891,  1.2959,  ..., -4.9453, -4.9414, -5.1211],
       dtype=torch.float16)",49905,11.75,14.3125,3.90234375,False,True,False
Bahrain,Manama,country-capital,"Q: What is the country-capital of Bahrain?
A:",21789,3083,2586,The,"tensor([ 6.0078, -4.9141,  2.7109,  ..., -4.9531, -5.0234, -4.9492],
       dtype=torch.float16)",380,13.8671875,10.2734375,3.302734375,False,False,False
Bangladesh,Dhaka,country-capital,"Q: What is the country-capital of Bangladesh?
A:",29310,37287,2586,Dh,"tensor([ 5.6836, -5.1875,  3.4590,  ..., -5.2305, -5.2969, -5.1211],
       dtype=torch.float16)",37287,13.1875,14.7734375,3.8515625,False,True,False
Barbados,Bridgetown,country-capital,"Q: What is the country-capital of Barbados?
A:",33782,2652,2586,Barb,"tensor([ 5.7344, -4.9141,  1.2451,  ..., -5.2109, -5.2031, -5.2695],
       dtype=torch.float16)",33782,13.7265625,10.8046875,2.6015625,True,False,False
Belarus,Minsk,country-capital,"Q: What is the country-capital of Belarus?
A:",6512,353,2586,M,"tensor([ 6.9688, -4.6289,  3.4551,  ..., -4.9531, -4.7969, -4.7266],
       dtype=torch.float16)",353,12.265625,13.6015625,3.396484375,False,True,False
Belgium,Brussels,country-capital,"Q: What is the country-capital of Belgium?
A:",22785,30167,2586,Brussels,"tensor([ 6.3516, -4.8555,  3.1602,  ..., -4.9609, -4.9219, -4.8828],
       dtype=torch.float16)",30167,12.390625,14.1953125,2.921875,False,True,False
Belize,Belmopan,country-capital,"Q: What is the country-capital of Belize?
A:",6512,6512,2586,Bel,"tensor([ 5.2969, -5.0625,  1.6875,  ..., -5.3984, -5.3125, -5.2695],
       dtype=torch.float16)",6512,13.828125,13.828125,3.91015625,True,True,False
Benin,Porto-Novo,country-capital,"Q: What is the country-capital of Benin?
A:",6029,6162,2586,The,"tensor([ 5.8750, -4.7695,  2.2344,  ..., -4.9688, -4.8281, -4.7383],
       dtype=torch.float16)",380,13.6484375,9.5078125,4.00390625,False,False,False
Bhutan,Thimphu,country-capital,"Q: What is the country-capital of Bhutan?
A:",26165,596,2586,Bh,"tensor([ 6.3594, -4.6289,  2.2500,  ..., -4.7344, -4.7500, -4.6602],
       dtype=torch.float16)",26165,13.59375,11.703125,2.765625,True,False,False
Bolivia,La Paz,country-capital,"Q: What is the country-capital of Bolivia?
A:",16001,3905,2586,The,"tensor([ 6.3711, -4.7539,  2.6445,  ..., -4.8828, -4.8008, -4.7344],
       dtype=torch.float16)",380,12.40625,12.5390625,3.779296875,False,False,False
Bosnia and Herzegovina,Sarajevo,country-capital,"Q: What is the country-capital of Bosnia and Herzegovina?
A:",46795,9997,2586,Sar,"tensor([ 6.7539, -4.5781,  2.4707,  ..., -4.8789, -4.8164, -4.7266],
       dtype=torch.float16)",9997,12.4296875,14.4453125,5.078125,False,True,False
Botswana,Gaborone,country-capital,"Q: What is the country-capital of Botswana?
A:",378,443,2586,B,"tensor([ 6.7578, -4.3438,  2.6465,  ..., -4.5156, -4.6641, -4.4258],
       dtype=torch.float16)",378,14.3046875,12.671875,4.15625,True,False,False
Brazil,Brasilia,country-capital,"Q: What is the country-capital of Brazil?
A:",10869,31574,2586,Rio,"tensor([ 5.7031, -4.9375,  2.4648,  ..., -4.9844, -5.0898, -4.9180],
       dtype=torch.float16)",22319,12.8515625,12.4296875,4.07421875,False,False,False
Brunei,Bandar Seri Begawan,country-capital,"Q: What is the country-capital of Brunei?
A:",2652,16804,2586,Br,"tensor([ 6.2656, -5.0430,  1.8076,  ..., -5.1250, -5.0820, -4.9492],
       dtype=torch.float16)",2652,15.15625,9.1640625,3.443359375,True,False,False
Bulgaria,Sofia,country-capital,"Q: What is the country-capital of Bulgaria?
A:",43905,36104,2586,Sof,"tensor([ 6.6992, -5.2266,  3.3223,  ..., -5.5391, -5.4492, -5.2656],
       dtype=torch.float16)",36104,12.0859375,14.3515625,4.07421875,False,True,False
Burkina Faso,Ouagadougou,country-capital,"Q: What is the country-capital of Burkina Faso?
A:",45262,473,2586,The,"tensor([ 6.1055, -4.4961,  2.3672,  ..., -4.6289, -4.4727, -4.5156],
       dtype=torch.float16)",380,13.234375,12.171875,3.3359375,False,False,False
Burundi,Bujumbura,country-capital,"Q: What is the country-capital of Burundi?
A:",7634,378,2586,The,"tensor([ 5.2930, -4.5430,  2.1035,  ..., -4.7148, -4.5820, -4.5977],
       dtype=torch.float16)",380,12.8515625,12.0234375,3.62109375,False,False,False
