input,output,relation,prompt,input_id,output_id,relation_id,prediction,logits,prediction_id,input_logit,output_logit,relation_logit,input_prediction,output_prediction,relation_prediction
flawed,perfect,repeition,"Q: What is the repeition of flawed?
A:",48008,4832,6351,The,"tensor([ 4.3008,  4.2031,  3.4453,  ..., -4.0703, -4.0703, -4.0703],
       dtype=torch.float16)",578,11.21875,6.91015625,10.15625,False,False,False
orthodox,unorthodox,repeition,"Q: What is the repeition of orthodox?
A:",92342,653,6351,The,"tensor([ 3.4160,  2.9629,  2.0840,  ..., -5.2031, -5.2031, -5.2031],
       dtype=torch.float16)",578,11.2265625,6.2421875,7.84375,False,False,False
true,false,repeition,"Q: What is the repeition of true?
A:",837,905,6351,The,"tensor([ 3.7363,  3.2480,  3.3906,  ..., -4.2578, -4.2578, -4.2578],
       dtype=torch.float16)",578,12.5078125,10.21875,8.9296875,False,False,False
daily,nightly,repeition,"Q: What is the repeition of daily?
A:",7446,75860,6351,The,"tensor([ 3.4863,  3.2637,  3.3027,  ..., -4.1289, -4.1289, -4.1289],
       dtype=torch.float16)",578,12.640625,5.84375,10.0390625,False,False,False
distribution,concentration,repeition,"Q: What is the repeition of distribution?
A:",8141,20545,6351,The,"tensor([ 3.1465,  2.1797,  3.4258,  ..., -3.9824, -3.9824, -3.9824],
       dtype=torch.float16)",578,11.6328125,3.8359375,9.5546875,False,False,False
valid,invalid,repeition,"Q: What is the repeition of valid?
A:",2764,8482,6351,The,"tensor([ 3.5293,  3.0605,  3.6504,  ..., -3.8203, -3.8203, -3.8203],
       dtype=torch.float16)",578,13.2890625,8.265625,10.546875,False,False,False
expand,contract,repeition,"Q: What is the repeition of expand?
A:",9407,5226,6351,,"tensor([ 3.5215,  2.2402,  3.0762,  ..., -4.6250, -4.6250, -4.6250],
       dtype=torch.float16)",220,12.90625,5.52734375,10.109375,False,False,False
practical,impractical,repeition,"Q: What is the repeition of practical?
A:",15325,23356,6351,The,"tensor([ 3.8848,  3.2227,  4.1094,  ..., -3.9766, -3.9766, -3.9766],
       dtype=torch.float16)",578,12.125,3.87109375,10.3046875,False,False,False
privilege,disadvantage,repeition,"Q: What is the repeition of privilege?
A:",26632,49836,6351,The,"tensor([ 3.6152,  3.5371,  3.9180,  ..., -3.7207, -3.7207, -3.7207],
       dtype=torch.float16)",578,12.8828125,4.0625,10.140625,False,False,False
mammoth,tiny,repeition,"Q: What is the repeition of mammoth?
A:",33820,13987,6351,Mam,"tensor([ 4.3789,  3.0957,  3.4590,  ..., -4.3125, -4.3125, -4.3125],
       dtype=torch.float16)",48869,13.6953125,5.17578125,8.84375,True,False,False
unrelated,related,repeition,"Q: What is the repeition of unrelated?
A:",46305,5552,6351,Re,"tensor([ 3.5293,  3.4492,  2.9727,  ..., -4.3398, -4.3398, -4.3398],
       dtype=torch.float16)",1050,9.8046875,9.53125,9.1484375,False,False,False
overnight,daytime,repeition,"Q: What is the repeition of overnight?
A:",25402,62182,6351,The,"tensor([ 4.1328,  3.6270,  3.7344,  ..., -3.6426, -3.6426, -3.6426],
       dtype=torch.float16)",578,13.140625,7.875,9.9609375,False,False,False
other,same,repeition,"Q: What is the repeition of other?
A:",1023,1890,6351,The,"tensor([ 3.7090,  2.9316,  2.6191,  ..., -4.6094, -4.6094, -4.6094],
       dtype=torch.float16)",578,12.4296875,8.7578125,9.90625,False,False,False
square,circle,repeition,"Q: What is the repeition of square?
A:",9518,12960,6351,The,"tensor([ 4.1758,  2.3750,  3.3457,  ..., -4.4023, -4.4023, -4.4023],
       dtype=torch.float16)",578,14.3671875,7.44921875,10.53125,False,False,False
hollow,solid,repeition,"Q: What is the repeition of hollow?
A:",42902,6573,6351,The,"tensor([ 3.7109,  2.7773,  3.2461,  ..., -4.4258, -4.4258, -4.4258],
       dtype=torch.float16)",578,13.296875,8.5859375,10.0703125,False,False,False
difficult,easy,repeition,"Q: What is the repeition of difficult?
A:",5107,4228,6351,The,"tensor([ 3.3262,  2.6445,  2.6797,  ..., -5.4648, -5.4648, -5.4648],
       dtype=torch.float16)",578,10.765625,6.96484375,7.4609375,False,False,False
luxury,poverty,repeition,"Q: What is the repeition of luxury?
A:",19913,19542,6351,Luxury,"tensor([ 4.1133,  4.0078,  3.7930,  ..., -4.6055, -4.6055, -4.6055],
       dtype=torch.float16)",52350,12.890625,5.265625,9.09375,True,False,False
stimulate,inhibit,repeition,"Q: What is the repeition of stimulate?
A:",51077,69033,6351,The,"tensor([ 2.8691,  2.4258,  3.0801,  ..., -4.2227, -4.2188, -4.2188],
       dtype=torch.float16)",578,11.875,5.3671875,9.2109375,False,False,False
proceed,halt,repeition,"Q: What is the repeition of proceed?
A:",10570,27365,6351,The,"tensor([ 3.2969,  2.7012,  3.7129,  ..., -4.1680, -4.1641, -4.1680],
       dtype=torch.float16)",578,11.5625,2.451171875,9.9453125,False,False,False
fertile,infertile,repeition,"Q: What is the repeition of fertile?
A:",70225,4225,6351,The,"tensor([ 3.6602,  2.7520,  3.5840,  ..., -3.9219, -3.9219, -3.9219],
       dtype=torch.float16)",578,12.2578125,8.3359375,7.8671875,False,False,False
